district,fiscal_year,check,name,car,audited,gap,gap_pct,flag
Des Moines Independent CSD,2021,C22_timeliness,Audit lag (months after FYE),,5.6,,,
Des Moines Independent CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.0,,,
Des Moines Independent CSD,2023,C22_timeliness,Audit lag (months after FYE),,8.7,,,
Dubuque CSD,2020,C22_timeliness,Audit lag (months after FYE),,5.5,,,
Dubuque CSD,2021,C22_timeliness,Audit lag (months after FYE),,5.5,,,
Dubuque CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.4,,,
Dubuque CSD,2023,C22_timeliness,Audit lag (months after FYE),,5.4,,,
Iowa City CSD,2020,C22_timeliness,Audit lag (months after FYE),,6.5,,,
Iowa City CSD,2021,C22_timeliness,Audit lag (months after FYE),,6.7,,,
Iowa City CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.7,,,
Iowa City CSD,2023,C22_timeliness,Audit lag (months after FYE),,25.9,,,Y
Johnston CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.5,,,
Johnston CSD,2022,C22_timeliness,Audit lag (months after FYE),,6.3,,,
Johnston CSD,2023,C22_timeliness,Audit lag (months after FYE),,8.6,,,
Linn-Mar CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.7,,,
Linn-Mar CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.6,,,
Linn-Mar CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.7,,,
Linn-Mar CSD,2023,C22_timeliness,Audit lag (months after FYE),,5.2,,,
Muscatine CSD,2020,C22_timeliness,Audit lag (months after FYE),,6.5,,,
Muscatine CSD,2021,C22_timeliness,Audit lag (months after FYE),,7.0,,,
Muscatine CSD,2022,C22_timeliness,Audit lag (months after FYE),,6.4,,,
Muscatine CSD,2023,C22_timeliness,Audit lag (months after FYE),,5.2,,,
Pleasant Valley CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.2,,,
Pleasant Valley CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.6,,,
Pleasant Valley CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.0,,,
Pleasant Valley CSD,2023,C22_timeliness,Audit lag (months after FYE),,5.5,,,
Waterloo CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.1,,,
Waterloo CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.3,,,
Waterloo CSD,2022,C22_timeliness,Audit lag (months after FYE),,4.3,,,
Waterloo CSD,2023,C22_timeliness,Audit lag (months after FYE),,4.8,,,
Waukee CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.4,,,
Waukee CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.6,,,
Waukee CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.2,,,
Waukee CSD,2023,C22_timeliness,Audit lag (months after FYE),,4.9,,,
West Des Moines CSD,2020,C22_timeliness,Audit lag (months after FYE),,4.8,,,
West Des Moines CSD,2021,C22_timeliness,Audit lag (months after FYE),,4.6,,,
West Des Moines CSD,2022,C22_timeliness,Audit lag (months after FYE),,5.0,,,
West Des Moines CSD,2023,C22_timeliness,Audit lag (months after FYE),,5.0,,,
