district_code,district_name,fiscal_year,gf_revenues,gf_expenditures,gf_total_fund_balance,gf_unassigned_car,gf_assigned_car,management_fund_balance,ppel_fund_balance,save_fund_balance,other_capital_projects_balance,debt_service_fund_balance,total_governmental_fund_balance,cash_reserve_levy_budget_fy,sbrc_expenditures,sbrc_20pct_cap,gf_assigned_plus_unassigned_sbrc,max_cash_reserve_levy_capacity,cash_reserve_levy_amount,levying_maximum_cash_reserve,certified_enrollment,unspent_authorized_budget,uab_per_pupil,gf_assigned_plus_unassigned,assigned_unassigned_source,gf_unassigned,gf_assigned,is_focus15,is_named_focus,district_name_display,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,flag_audit_concern,risk_flag_count,cushion_band,risk_class,risk_rationale
5895,Seymour,2022,4608246.09,4625587.31,1567965.54,,,184009.89,77373.49,116824.37,0.0,7129.77,2008560.95,2024.0,4625587.0,925117.0,1525466.0,0.0,0.0,,255.6,3315970.0,12973.278560250392,1525466.0,SBRC (combined),,,False,False,Seymour,,0.32978860796814147,0.33897653096077873,0.36956947851882627,,120.37284190837164,134.8928596593716,0.0,,0.0,0.7168754533789138,-0.0037630846229394273,0.016819766705067813,1,-0.08746876115672983,0.7907692307692308,0.9327217125382263,0.2815384615384615,,True,False,False,True,False,False,False,False,False,2,Very low,Low risk,120-day practical cushion; 2 risk flag(s)
5895,Seymour,2023,4028748.23,4270367.8,1326345.97,1326345.97,0.0,225306.1,37161.21,200478.35,0.0,7460.7,1856076.75,2025.0,4270368.0,854074.0,1326346.0,0.0,0.0,,254.6,3182444.0,12499.780047132755,1326345.97,CAR (split),1326345.97,0.0,False,False,Seymour,0.31059291192669636,0.31059291192669636,0.31059291192669636,0.36335326198366336,113.36641285324417,113.36641285324417,132.62394062403712,0.0,,0.0,0.7452388527283295,-0.05997385694166345,0.0021255869294166166,2,-0.07080291970802922,0.7813411078717201,0.9355828220858896,0.2723076923076923,False,True,True,False,True,False,False,False,False,False,3,Very low,Low risk,113-day practical cushion; 3 risk flag(s)
5895,Seymour,2024,3955105.33,4222680.17,1058771.13,1025095.61,0.0,,,,,,1125655.9,2026.0,4222680.0,844536.0,1025096.0,0.0,0.0,,237.0,3008628.0,12694.632911392406,1025095.61,CAR (split),1025095.61,0.0,False,False,Seymour,0.2427594723566289,0.2427594723566289,0.2507343884393688,,88.60720741016955,88.60720741016955,,0.0,,0.0,0.7124925115983861,-0.06765302505862716,-0.04379665554107668,3,-0.11169415292353826,0.6517857142857143,0.9278996865203761,0.2554858934169279,False,True,True,False,True,False,False,False,False,False,3,Very low,Low risk,89-day practical cushion; 3 risk flag(s)
5949,Sheldon,2017,12137203.0,11307618.0,2468192.0,,,479552.0,260652.0,848716.0,0.0,3.0,4414607.0,,,,,,,,1079.5,2634101.0,2440.11208893006,,missing,,,False,False,Sheldon,,,0.21827691738436866,,,,,,,,0.2329492382922734,0.06835059115349723,,0,,,0.5105105105105106,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5949,Sheldon,2018,12154382.0,11474018.0,3148556.0,,,596235.0,221550.0,831035.0,0.0,3.0,5101764.0,,,,,,,,1048.0,3200921.0,3054.31393129771,,missing,,,False,False,Sheldon,,,0.27440744820166746,,,,,,,,0.2789712374514316,0.05597684851438765,0.06216371983394244,0,,,0.5825825825825826,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5949,Sheldon,2019,12170112.16,12201086.35,3117581.94,,,776294.92,348143.85,1174791.23,0.0,0.0,5768794.66,,,,,,,,1071.5,3437758.0,3208.36024265049,,missing,,,False,False,Sheldon,,,0.25551675076867236,,,,,,,,0.28175835342727495,-0.0025451030847360306,0.04059411219438295,1,,,0.5688073394495413,,,True,False,False,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
5949,Sheldon,2020,12982101.57,12137236.92,3962446.59,,,971021.4,468841.67,1369220.72,0.0,0.0,7122451.73,2022.0,12137237.0,2427447.0,3700796.0,0.0,0.0,,1087.9,4479620.0,4117.676257008916,3700796.0,SBRC (combined),,,False,False,Sheldon,,0.3049125615980808,0.32647023503929423,0.38491605880261587,,111.29308498329948,140.4943614629548,0.0,,0.0,0.36908070836273993,0.0650791896400176,0.03950364502322307,0,0.007781380268642974,0.8379204892966361,0.7033639143730887,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,111-day practical cushion; 0 risk flag(s)
5949,Sheldon,2021,13840938.43,13048877.03,4754507.99,,,1093398.41,800031.96,1354042.35,0.0,0.0,8370557.84,2023.0,13048877.0,2609775.0,4486534.0,0.0,0.0,,1072.0,5711994.0,5328.352611940299,4486534.0,SBRC (combined),,,False,False,Sheldon,,0.34382529544000157,0.36436146796917135,0.42761782467345394,,125.49623283560057,156.0805060058107,0.0,,0.0,0.4377383576278518,0.057225989697578646,0.039920025417620075,0,0.022900763358778626,0.8409785932721713,0.764525993883792,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,125-day practical cushion; 0 risk flag(s)
5949,Sheldon,2022,14508520.65,13639845.47,5623183.17,,,1212711.6,1235697.63,494313.97,0.0,0.0,8951704.61,2024.0,13639845.0,2727969.0,5276103.0,0.0,0.0,,1096.0,7062064.0,6443.489051094891,5276103.0,SBRC (combined),,,False,False,Sheldon,,0.3868154526826908,0.4122615012294564,0.4757249350274347,,141.18764022918214,173.63960128501367,0.0,,0.0,0.5177524932765972,0.05987344960631804,0.06072620964797143,0,0.022865142323845077,0.8830769230769231,0.8318042813455657,0.2815384615384615,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,141-day practical cushion; 0 risk flag(s)
5949,Sheldon,2023,14792521.86,13790876.96,6624828.07,6247990.23,0.0,1407784.06,656885.89,1626540.41,0.0,0.0,10675226.86,2025.0,13790877.0,2758175.0,6247990.0,0.0,0.0,,1116.4,8467485.0,7584.633643855248,6247990.23,CAR (split),6247990.23,0.0,False,False,Sheldon,0.453052423578435,0.453052423578435,0.48037757781576207,0.5551332458555993,165.36413460612877,165.36413460612877,202.62363473729374,0.0,,0.0,0.6139917732976424,0.06771292342710782,0.06160412091033483,0,0.026197260777645,0.924198250728863,0.8926380368098159,0.2723076923076923,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,165-day practical cushion; 0 risk flag(s)
5949,Sheldon,2024,14971158.95,14850358.62,6745628.4,6460165.77,0.0,,,,,,7137916.07,2026.0,14850359.0,2970072.0,6460166.0,0.0,0.0,,1102.6,9427615.0,8550.349174678035,6460165.77,CAR (split),6460165.77,0.0,False,False,Sheldon,0.43501749252705924,0.43501749252705924,0.4542401010380449,,158.7813847723766,158.7813847723766,,0.0,,0.0,0.6348408978691722,0.00806886964485806,0.045218414226094635,0,0.0285447761194029,0.9196428571428571,0.890282131661442,0.2554858934169279,False,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,159-day practical cushion; 0 risk flag(s)
5976,Shenandoah,2017,13052184.0,12047016.0,2576310.0,,,564692.0,575421.0,1825763.0,0.0,491660.0,6214023.0,,,,,,,,1129.5,3132896.0,2773.701637892873,,missing,,,False,False,Shenandoah,,,0.21385461760821103,,,,,,,,0.2600557681669884,0.07701147945815046,,0,,,0.5735735735735735,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5976,Shenandoah,2018,12958570.0,12816252.0,2718629.0,,,291565.0,452878.0,2111377.0,0.0,224551.0,5925450.0,,,,,,,,1075.7,3263903.0,3034.213070558706,,missing,,,False,False,Shenandoah,,,0.21212355999242213,,,,,,,,0.2546690717379777,0.010982538968420127,0.04399700921328529,0,,,0.5315315315315315,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5976,Shenandoah,2019,12621486.44,12610360.2,2729755.24,,,681576.48,75937.64,2059753.85,0.0,238753.35,5880483.73,,,,,,,,1082.9,3428049.0,3165.619170745221,,missing,,,False,False,Shenandoah,,,0.2164692520043956,,,,,,,,0.27184386057426024,0.0008815316684680623,0.02962518336501288,0,,,0.5351681957186545,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5976,Shenandoah,2020,12606742.19,12481599.84,2854897.59,,,1169479.21,657245.33,3729758.9,0.0,96190.36,8609901.719999999,2022.0,12481600.0,2496320.0,2461102.0,35218.0,35218.0,Max,1050.7,3910338.0,3721.650328352527,2461102.0,SBRC (combined),,,False,False,Shenandoah,,0.19717840914214088,0.22872849847748364,0.2908746680345426,,71.97011933688142,106.16925383260805,0.0028215934216330395,1.0,0.0,0.3132882042467402,0.009926620860008215,0.007263563832298801,0,-0.06976538291279323,0.5229357798165137,0.5749235474006116,0.48623853211009177,,False,False,False,True,False,True,False,False,False,2,Low,Low risk,72-day practical cushion; 2 risk flag(s)
5976,Shenandoah,2021,13413531.53,13715046.56,2553382.56,,,1289828.49,672029.07,1322196.83,0.0,2416.8,5949458.09,2023.0,13715047.0,2743009.0,2404684.0,338325.0,338325.0,Max,1058.4,4031006.0,3808.584656084656,2404684.0,SBRC (combined),,,False,False,Shenandoah,,0.17533181454981514,0.18617381638695654,0.26937659116484985,,63.99611231068253,98.3224557751702,0.02466816270144693,1.0,0.0,0.29391121512897,-0.022478422578397682,-0.0038900900166404686,1,-0.016082550897090223,0.3425076452599388,0.44954128440366975,0.6941896024464832,,True,False,False,False,False,True,False,False,False,2,Low,Low risk,64-day practical cushion; 2 risk flag(s)
5976,Shenandoah,2022,14947202.97,15567273.29,1933312.24,,,1306403.09,1023545.02,1305640.09,0.0,0.0,5709839.0,2024.0,15567273.0,3113455.0,1790226.0,1323229.0,655000.0,,1016.3,4058418.0,3993.326773590476,1790226.0,SBRC (combined),,,False,False,Shenandoah,,0.11499933011068762,0.12419080747056122,0.1989191705132582,,41.97475549040098,72.60549723733924,0.04207544814034674,0.4950012431710611,668229.0,0.2607019176959538,-0.041484036929485706,-0.01801194621595839,2,-0.061501523686397754,0.12615384615384614,0.363914373088685,0.8430769230769231,,True,True,False,True,True,False,False,False,False,4,Moderate,High risk,42-day practical cushion; 4 risk flag(s)
5976,Shenandoah,2023,14167731.0,14721524.65,1379518.59,801042.16,82394.86,1180099.23,960042.74,1593111.68,0.0,0.0,5256473.72,2025.0,14721525.0,2944305.0,883437.0,2060868.0,2060868.0,Max,1037.1,4128650.0,3980.9565133545466,883437.02,CAR (split),801042.16,82394.86,False,False,Shenandoah,0.05441298907854629,0.06000988627220755,0.09370758958719673,0.14017136805188177,19.860741013669397,21.903608489355754,51.16254933893684,0.13999011984128967,1.0,0.0,0.28044989212445465,-0.03908837978360828,-0.03435027976383056,3,-0.012943751784524732,0.061224489795918366,0.3987730061349693,0.9938461538461538,False,True,True,False,False,True,True,False,False,False,4,Moderate,High risk,22-day practical cushion; 4 risk flag(s)
5976,Shenandoah,2024,15050872.56,15555949.2,874441.95,662888.95,98777.2,,,,,,1046461.2,2026.0,15555949.0,3111190.0,761666.0,2349524.0,2035000.0,,1050.3,3877866.0,3692.150814053128,761666.1499999999,CAR (split),662888.95,98777.2,False,False,Shenandoah,0.04261321128510757,0.048963013455970913,0.056212702854545195,,15.553822119064263,17.87149991142938,,0.1308181181255079,0.8661328847885784,314524.0,0.24928507737734193,-0.033557964030757746,-0.03804346024795058,4,-0.007653061224489924,0.06547619047619048,0.322884012539185,0.9905956112852664,False,True,True,False,False,True,False,False,False,False,3,High,Very high risk,18-day practical cushion; 3 risk flag(s)
5994,Sibley-Ocheyedan,2017,8400808.0,7790298.0,2601143.0,,,474388.0,185877.0,675869.0,0.0,101.0,4037917.0,,,,,,,,768.1,2027557.0,2639.7044655643795,,missing,,,False,False,Sibley-Ocheyedan,,,0.33389518603781265,,,,,,,,0.26026693715696114,0.07267277147626752,,0,,,0.5765765765765766,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5994,Sibley-Ocheyedan,2018,8524863.0,7997050.0,3128954.0,,,594486.0,390727.0,484809.0,0.0,51.0,4707103.0,,,,,,,,765.6,2762648.0,3608.4743991640544,,missing,,,False,False,Sibley-Ocheyedan,,,0.3912635284261071,,,,,,,,0.34545838778049404,0.06191454337741263,0.06729365742684007,0,,,0.7627627627627628,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5994,Sibley-Ocheyedan,2019,8660762.73,8296133.52,3493582.76,,,688238.24,232492.12,1906834.39,0.0,27.61,6395321.369999999,,,,,,,,772.6,3300480.0,4271.913020968159,,missing,,,False,False,Sibley-Ocheyedan,,,0.42110975571666065,,,,,,,,0.39783351992145854,0.042101281534588454,0.05889619879608954,0,,,0.8073394495412844,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
5994,Sibley-Ocheyedan,2020,8714638.09,8547595.53,3660625.32,,,691263.17,230161.64,561231.28,0.0,16.41,5234307.51,2022.0,8547596.0,1709519.0,3194297.0,0.0,0.0,,750.2,3748465.0,4996.6209010930415,3194297.0,SBRC (combined),,,False,False,Sibley-Ocheyedan,,0.37370708391486096,0.42826375056611976,0.4545793207414437,,136.40308562892426,165.92145207062694,0.0,,0.0,0.4385402873642993,0.019168043270974267,0.04106128939432512,0,-0.023304257258169477,0.908256880733945,0.8042813455657493,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,136-day practical cushion; 0 risk flag(s)
5994,Sibley-Ocheyedan,2021,9304325.6,8801049.22,4163901.7,,,665357.95,259413.36,440259.83,0.0,467.19,5620863.38,2023.0,8801049.0,1760210.0,3751847.0,0.0,0.0,,735.3,4296318.0,5842.945736434109,3751847.0,SBRC (combined),,,False,False,Sibley-Ocheyedan,,0.42629542299048745,0.4731142385316645,0.5018952672099702,,155.5978293915279,183.19177253163915,0.0,,0.0,0.4881597514801763,0.054090581266846356,0.03845330202413636,0,-0.03957680250783708,0.9296636085626911,0.8287461773700305,0.2889908256880734,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,156-day practical cushion; 1 risk flag(s)
5994,Sibley-Ocheyedan,2022,9289328.91,9284186.78,4169043.83,,,521514.7,233416.69,536078.35,0.0,136.35,5602873.66,2024.0,9284187.0,1856837.0,3785592.0,0.0,0.0,,708.7,4562683.0,6438.102158882461,3785592.0,SBRC (combined),,,False,False,Sibley-Ocheyedan,,0.40774621296449187,0.44904781956573264,0.463918574891058,,148.82736773203953,169.33027983523615,0.0,,0.0,0.49144670482383385,0.0005535523663571968,0.02460405896805927,0,-0.0827077400983691,0.9138461538461539,0.8012232415902141,0.2815384615384615,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,149-day practical cushion; 1 risk flag(s)
5994,Sibley-Ocheyedan,2023,9516451.75,9657647.5,4027848.08,3732795.88,0.0,526220.4,229165.8,876822.1,0.0,1761.26,5771721.29,2025.0,9657648.0,1931530.0,3732796.0,0.0,0.0,,710.0,4555010.0,6415.507042253521,3732795.88,CAR (split),3732795.88,0.0,False,False,Sibley-Ocheyedan,0.3865119202165952,0.3865119202165952,0.4170630663419844,0.44099935103243315,141.07685087905725,141.07685087905725,160.9647631268381,0.0,,0.0,0.47164798673797115,-0.014837016328065762,0.013269039101712598,1,-0.05358571047720614,0.8833819241982507,0.754601226993865,0.2723076923076923,False,True,False,False,True,False,False,False,False,False,2,Very low,Low risk,141-day practical cushion; 2 risk flag(s)
5994,Sibley-Ocheyedan,2024,9627593.53,10012062.9,3643378.71,3471226.68,0.0,,,,,,3767609.05,2026.0,10012063.0,2002413.0,3471227.0,0.0,0.0,,689.0,4284826.0,6218.905660377359,3471226.68,CAR (split),3471226.68,0.0,False,False,Sibley-Ocheyedan,0.3467044418987819,0.3467044418987819,0.36389890339182746,,126.5471212930554,126.5471212930554,,0.0,,0.0,0.4279663484734999,-0.03993410905871522,-0.018072524340141262,2,-0.06296749626002986,0.8482142857142857,0.6739811912225705,0.2554858934169279,False,True,True,False,True,False,False,False,False,False,3,Very low,Low risk,127-day practical cushion; 3 risk flag(s)
6003,Sidney,2017,6417127.0,5950981.0,910728.0,,,156846.0,34971.0,377523.0,0.0,-8487.0,1557137.0,,,,,,,,386.8,1776588.0,4593.040330920372,,missing,,,False,False,Sidney,,,0.15303829738323815,,,,,,,,0.2985369975135192,0.07264091859176233,,0,,,0.6966966966966966,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6003,Sidney,2018,6396577.0,6177589.0,1129717.0,,,185243.0,41605.0,296103.0,0.0,-8487.0,1724246.0,,,,,,,,408.9,1951844.0,4773.401809733431,,missing,,,False,False,Sidney,,,0.182873447877481,,,,,,,,0.3159556260541127,0.03423518547498138,0.05343805203337186,0,,,0.6906906906906907,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6003,Sidney,2019,6610250.09,6200572.9,1539393.93,,,78208.16,169381.08,521281.72,0.0,-8487.4,2381461.26,,,,,,,,393.7,2175304.0,5525.283210566421,,missing,,,False,False,Sidney,,,0.2482664029318968,,,,,,,,0.35082306668791846,0.06197604998633259,0.05628405135102543,0,,,0.7247706422018348,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6003,Sidney,2020,6439361.01,6010947.39,1967807.55,,,14089.59,279485.99,759382.04,7825725.62,0.0,10937542.27,2022.0,6010947.0,1202189.0,1815697.0,0.0,0.0,,373.6,2406001.0,6440.045503211991,1815697.0,SBRC (combined),,,False,False,Sidney,,0.3020650293863244,0.32737061603195966,0.30440901762741934,,110.2537357260084,111.10929143400806,0.0,,0.0,0.40026984831088336,0.06653045532541126,0.05424723026224174,0,-0.034126163391933785,0.8287461773700305,0.746177370030581,0.23700305810397554,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,110-day practical cushion; 1 risk flag(s)
6003,Sidney,2021,6411942.05,6080663.05,2299086.55,,,285951.06,248927.02,464729.25,4239964.08,695.23,7642665.959999999,2023.0,6080663.0,1216133.0,2047760.0,0.0,0.0,,372.8,2748240.0,7371.888412017167,2047760.0,SBRC (combined),,,False,False,Sidney,,0.3367659058168007,0.37809800199338456,0.3837922017402362,,122.91955562313225,140.08415363518623,0.0,,0.0,0.45196386930204924,0.051665937935293726,0.060057481082345855,0,-0.08828564441183656,0.8287461773700305,0.7920489296636085,0.2889908256880734,,False,False,False,True,False,False,False,False,False,1,Very low,Low risk,123-day practical cushion; 1 risk flag(s)
6003,Sidney,2022,5886194.76,6545511.77,1639769.54,,,149145.72,336913.75,602258.67,694610.26,50602.34,3569709.2,2024.0,6545512.0,1309102.0,1119353.0,189749.0,189749.0,Max,369.8,2588125.0,6998.715521903731,1119353.0,SBRC (combined),,,False,False,Sidney,,0.17101076880349114,0.25051815619911416,0.19379672126080372,,62.41893061327427,70.73580326019335,0.028989177113648366,1.0,0.0,0.395404529232097,-0.11201073645752078,0.0020618856010614036,1,-0.06070612141224277,0.3261538461538461,0.6636085626911316,0.7446153846153846,,True,False,False,True,False,True,False,False,False,3,Low,Low risk,62-day practical cushion; 3 risk flag(s)
6003,Sidney,2023,6769793.73,6838196.78,1571366.49,1026067.52,3621.02,195361.69,227054.71,987055.85,0.0,7030.9,3103289.87,2025.0,6838197.0,1367639.0,1029689.0,337950.0,337950.0,Max,370.8,2954110.0,7966.85544768069,1029688.54,CAR (split),1026067.52,3621.02,False,False,Sidney,0.1500494286740897,0.15057895716186162,0.22979252287618432,0.17914813940174443,54.768041466042746,54.96131936407949,65.38907088163671,0.04942092350843404,1.0,0.0,0.432001314826158,-0.010104155714061883,-0.023482984745429647,2,-0.007494646680942214,0.2915451895043732,0.6901840490797546,0.8,False,True,True,False,False,True,True,False,False,False,4,Low,Moderate risk,55-day practical cushion; 4 risk flag(s)
6003,Sidney,2024,8922704.97,9670321.86,823749.6,224598.02,8121.52,,,,,,920444.67,2026.0,9670322.0,1934064.0,232720.0,1701344.0,48600.0,,386.0,2409728.0,6242.818652849741,232719.54,CAR (split),224598.02,8121.52,False,False,Sidney,0.023225495826464663,0.024065335504768817,0.08518326607176652,,8.477305976659602,8.783847459240619,,0.005025685877222705,0.028565651626008614,1652744.0,0.2491879830771217,-0.08378814412374308,-0.06863434543177525,3,0.03540772532188838,0.041666666666666664,0.31974921630094044,0.5297805642633229,False,True,True,False,False,False,False,False,False,False,2,Very high,Very high risk,9-day practical cushion; 2 risk flag(s)
6012,Sigourney,2017,6236037.0,6144840.0,2465436.0,,,1421813.0,1432344.0,317129.0,0.0,0.0,5717286.0,,,,,,,,529.6,1788470.0,3377.0203927492444,,missing,,,False,False,Sigourney,,,0.4012205362548089,,,,,,,,0.2910523300850795,0.014624191614001008,,0,,,0.6756756756756757,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6012,Sigourney,2018,6366125.0,6075732.0,2755828.0,,,1595466.0,494650.0,462366.0,0.0,0.0,5394233.0,,,,,,,,537.1,2185570.0,4069.204989759821,,missing,,,False,False,Sigourney,,,0.45357958514299185,,,,,,,,0.35972126486158373,0.04561534685542618,0.030119769234713593,0,,,0.7867867867867868,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6012,Sigourney,2019,6595890.98,6382696.41,2969022.9,,,1608866.65,593821.64,519680.52,0.0,0.0,5781720.06,,,,,,,,548.6,2530165.0,4612.039737513671,,missing,,,False,False,Sigourney,,,0.4651674949396504,,,,,,,,0.39641004952638814,0.03232233077327186,0.030853956414233014,0,,,0.8012232415902141,,,False,False,False,False,False,False,False,False,False,0,,Unscored (insufficient component data),0 risk flag(s)
6012,Sigourney,2020,6698736.11,6608940.94,3058818.07,,,1552732.18,250042.26,989400.1,0.0,0.0,5948787.0,2022.0,6608941.0,1321788.0,2671007.0,0.0,0.0,,554.5,2761443.0,4980.0595130748425,2671007.0,SBRC (combined),,,False,False,Sigourney,,0.40415053247548005,0.46283029274581466,0.6390947079639056,,147.51494435355022,233.26956840682553,0.0,,0.0,0.4178344193222583,0.013404792863231617,0.030447490163976552,0,0.04701661631419935,0.9327217125382263,0.7737003058103975,0.23700305810397554,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,148-day practical cushion; 0 risk flag(s)
6012,Sigourney,2021,7105954.35,7078030.06,3086742.36,,,936712.98,551132.56,985904.96,0.0,0.0,5681637.55,2023.0,7078030.0,1415606.0,2746958.0,0.0,0.0,,552.0,2895647.0,5245.73731884058,2746958.0,SBRC (combined),,,False,False,Sigourney,,0.38809640206585955,0.43610190036406826,0.5204373178375566,,141.65518675403874,189.95962101070816,0.0,,0.0,0.4091035182746879,0.0039297029821195005,0.016552275539540997,0,0.027741575125674878,0.8899082568807339,0.7186544342507645,0.2889908256880734,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,142-day practical cushion; 0 risk flag(s)
6012,Sigourney,2022,7688479.53,7806648.89,2968573.0,,,858585.37,408985.77,584039.16,0.0,0.0,4925303.12,2024.0,7806649.0,1561330.0,2702653.0,0.0,0.0,,550.4,3033583.0,5511.597020348838,2702653.0,SBRC (combined),,,False,False,Sigourney,,0.3461988668994693,0.38026213831681627,0.45618016388079163,,126.36258641830631,166.50575981648893,0.0,,0.0,0.3885896551445905,-0.015369665684731217,0.0006549433868733023,1,0.0032810791104629137,0.8276923076923077,0.6391437308868502,0.2815384615384615,,True,False,False,False,False,False,False,False,False,1,Very low,Low risk,126-day practical cushion; 1 risk flag(s)
6012,Sigourney,2023,7533023.64,7824341.37,2677255.27,2330448.2,40151.02,783271.9,427530.15,516373.97,0.0,0.0,4536052.46,2025.0,7824341.0,1564868.0,2370599.0,0.0,0.0,,538.6,3046315.0,5655.987746008169,2370599.22,CAR (split),2330448.2,40151.02,False,False,Sigourney,0.29784592591210013,0.3029774786014992,0.3421700490043931,0.4030845499779108,108.71376295791654,110.58677968954721,147.12586074193746,0.0,,0.0,0.38933820189391866,-0.03867208493188805,-0.016704015878166587,2,-0.02867448151487823,0.7696793002915452,0.6349693251533742,0.2723076923076923,False,True,True,False,False,False,False,False,False,False,2,Very low,Low risk,111-day practical cushion; 2 risk flag(s)
6012,Sigourney,2024,7825639.29,8170638.01,2332256.55,1975544.81,38087.87,,,,,,2465687.96,2026.0,8170638.0,1634128.0,2013633.0,0.0,0.0,,552.3,3058505.0,5537.760275212747,2013632.68,CAR (split),1975544.81,38087.87,False,False,Sigourney,0.241785868812465,0.24644742277598466,0.2854436271862202,,88.25184211654972,89.9533093132344,,0.0,,0.0,0.3743287851275154,-0.044085691560158756,-0.03270914739225934,3,0.0005434782608694828,0.6726190476190477,0.5736677115987461,0.2554858934169279,False,True,True,False,False,False,False,False,False,False,2,Very low,Low risk,90-day practical cushion; 2 risk flag(s)
6030,Sioux Center,2017,14680450.0,14172361.0,2337456.0,,,264195.0,319738.0,1003596.0,3136000.0,174526.0,7401079.0,,,,,,,,1194.9,1838850.0,1538.915390409239,,missing,,,False,False,Sioux Center,,,0.1649305997779763,,,,,,,,0.1297490234689901,0.03460990637207988,,0,,,0.19519519519519518,,,False,False,True,False,False,False,False,False,False,1,,Unscored (insufficient component data),1 risk flag(s)
6030,Sioux Center,2018,15230403.0,15789423.0,1778437.0,,,230917.0,458615.0,752414.0,447442.0,238064.0,4095136.0,,,,,,,,1245.2,1914716.0,1537.6774815290717,,missing,,,False,False,Sioux Center,,,0.11263470489073603,,,,,,,,0.121265735929679,-0.03670421590288845,-0.0010471547654042866,1,,,0.13213213213213212,,,True,False,True,False,False,False,False,False,False,2,,Unscored (insufficient component data),2 risk flag(s)
6030,Sioux Center,2019,16134649.62,16922019.09,991067.8,,,199327.39,45107.6,16830.3,-56186.7,296758.39,1685605.2000000002,,,,,,,,1302.6,1832943.0,1407.141870105942,,missing,,,False,False,Sioux Center,,,0.05856675818228261,,,,,,,,0.10831703889775011,-0.04879991128062691,-0.016964740270478496,2,,,0.0856269113149847,,,True,True,True,False,False,False,False,False,False,3,,Unscored (insufficient component data),3 risk flag(s)
6030,Sioux Center,2020,17659566.41,17355779.99,1294854.22,,,112739.87,431068.16,849665.11,6997860.89,520015.41,10391484.05,2022.0,17355780.0,3471156.0,703709.0,2767447.0,1382513.0,,1334.7,2115911.0,1585.308308983292,703709.0,SBRC (combined),,,False,False,Sioux Center,,0.0405460889919935,0.07460651268603688,0.04704190018947112,,14.799322482077628,17.170293569156957,0.07965720934447039,0.49956259324930163,1384934.0,0.12191391001839959,0.01720237139163157,-0.022767251930627928,0,0.11699723826261607,0.05198776758409786,0.09174311926605505,0.9327217125382263,,False,False,True,False,True,False,False,False,False,2,High,High risk,15-day practical cushion; 2 risk flag(s)
